1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3.027686703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3.027686703	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3.027686703	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3.406147541	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	10.1107056	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	10.1107056	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	10.1107056	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3.406147541	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	10.1107056	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	10.1107056	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10.1107056	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3.406147541	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	10.1107056	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1107056	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1107056
