1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3.011231884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3.011231884	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3.011231884	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3.87278658	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	12.22205882	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	12.22205882	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	12.22205882	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3.87278658	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	12.22205882	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	12.22205882	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12.22205882	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3.87278658	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	12.22205882	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.22205882	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.22205882
