1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2.989568345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2.989568345	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2.989568345	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4.147205589	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	13.04709576	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	13.04709576	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	13.04709576	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4.147205589	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	13.04709576	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	13.04709576	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	13.04709576	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4.147205589	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	13.04709576	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.04709576	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.04709576
