1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3.025482344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3.025482344	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3.025482344	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3.747069432	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	11.6075419	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	11.6075419	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	11.6075419	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3.747069432	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	11.6075419	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	11.6075419	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	11.6075419	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3.747069432	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	11.6075419	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6075419	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6075419
